Code,Nom,S3REnR,Taux d'affection des capacités réservées,X,Y,Puissance des projets en service du S3REnR en cours,Puissance des projets en développement du S3REnR en cours,Capacité d'accueil réservée au titre du S3REnR qui resteàaffecter,Puissance EnR déjé raccordée,Puissance des projets EnR en développement,Capacité réservée aux EnR au titre du S3REnR,Attention: la valeur de la capacité réservée a été modifiée sur ce poste,Quote-Part unitaire actualisée,Attention : Le S3REnR de la région est saturé,dont la convention de raccordement est signée,"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de transport ","Travaux RTE indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",RTE - Capacité d'accueil en HTB2,RTE - Capacité d'accueil en HTB1,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source",Puissance cumulée des transformateurs existants,Nombre de transformateurs supplémentaires possible,Nombre de transformateurs existants,Consommation minimale,Tension aval,Tension amont,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",Puissance en file d'attente,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution,"Travaux indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible","Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de distribution en HTB",GRDHTB - Capacité d'accueil en HTB2,GRDHTB - Capacité d'accueil en HTB1,ratio_congestion_sous_tirage,RAM_sous_tirage,projet_injection,ratio_congestion_injection,RAM_injection,min_RAM,geo_point_2d,lat,lon
EGLAN,EGLANTIER,ILE DE FRANCE,70%,721759.2,6827521.0,0.9,0.8,1.5,1.7,1.9,3.2,,1.83 k€/MW,,0.0,3.2,,0.0, > 15.0MW,1.5,72.0,,2.0,5.3,21.0,63.0,,1.9,4.3,73.7,,,,,36,46.08,7.9,10,66.33,46.08,"48.54772011529934, 3.2950087139962414",48.54772011529934,3.2950087139962414
EGLET,EGLETONS,NOUVELLE-AQUITAINE,77%,627676.2,6478372.0,2.5,36.8,0.0,7.5,52.5,37.7,01/12/2022 : +8.6 MW depuis USSEL | 27/08/2024 : +2 MW depuis USSEL,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,5.7,55.0,,3.0,4.9,15.0,90.0,Mutation de deux transformateurs de 20 en 36 MVA,23.9,34.1,28.5,,,,,44,30.800000000000004,94.1,100,0.0,0.0,"45.400530273308526, 2.075174018530759",45.400530273308526,2.075174018530759
EGUIL,EGUILLES,PROVENCE-ALPES-COTE-D'AZUR,17%,890417.94,6274517.5,0.3,0.5,20.2,5.0,0.5,21.0,_,76.07 k€/MW,,0.0,20.8,,, <= 0.0MW,20.2,72.0,,2.0,8.1,21.0,63.0,,0.5,21.0,74.6,,,,,56,31.679999999999996,26.5,35,48.489999999999995,31.679999999999996,"43.54416048057997, 5.355629329335253",43.54416048057997,5.355629329335253
ELANC,ELANCOURT,ILE DE FRANCE,70%,622961.8,6853202.5,0.3,0.2,2.9,2.4,0.8,3.4,,1.83 k€/MW,,0.0,3.4,,0.0, > 15.0MW,2.8,578.0,,7.0,31.1,15.0,227.0,,2.0,5.2,604.7,,,,,26,427.72,8.4,1,598.653,427.72,"48.774418549468976, 1.950938306216633",48.774418549468976,1.950938306216633
EMBRU,EMBRUN,PROVENCE-ALPES-COTE-D'AZUR,17%,978284.94,6391229.0,1.1,3.8,15.1,8.8,7.0,20.0,_,76.07 k€/MW,,0.0,0.0,travaux poste de Champagnier,, <= 0.0MW,15.1,72.0,,2.0,7.3,21.0,63.0,,7.0,23.1,63.5,,,,,50,36.0,38.900000000000006,61,24.765,24.765,"44.5645825869432, 6.5057223178161925",44.5645825869432,6.5057223178161925
ENSER,ENSERUNE,OCCITANIE,35%,710383.75,6243901.5,0.8,4.6,18.6,22.8,5.2,24.0,_,81.6 k€/MW,,0.0,3.7,,, <= 0.0MW,0.0,72.0,,2.0,9.2,21.0,62.0,,8.6,28.0,49.8,,,,,63,26.64,56.0,100,0.0,0.0,"43.29426142963005, 3.1280953607204807",43.29426142963005,3.1280953607204807
ENSIS,ENSISHEIM,GRAND-EST,78%,1027042.44,6760816.5,1.9,2.7,0.0,5.9,30.0,4.4,18/11/2024 : -31.62 MW,81.82 k€/MW,Non,0.0,33.4,Schéma GE: raccordement d'un transformateur 63/20 kV - 36 MVA,0.0, > 15.0MW,0.0,56.0,,2.0,5.4,21.0,63.0,Ajout d'un transformateur de 36 MVA,30.0,63.3,25.5,,,,,48,29.12,99.2,100,0.0,0.0,"47.86613071483218, 7.376463983943307",47.86613071483218,7.376463983943307
ENSOL,L'ENSOLEILLE,PROVENCE-ALPES-COTE-D'AZUR,17%,896297.06,6271809.0,0.1,0.5,17.4,1.9,0.5,18.0,_,76.07 k€/MW,,0.0,17.8,,, <= 0.0MW,17.4,108.0,,3.0,7.7,21.0,63.0,,0.5,18.0,113.4,,,,,35,70.2,20.4,17,94.122,70.2,"43.518178446168264, 5.427251983214203",43.518178446168264,5.427251983214203
ENTRA,ENTRAIGUES,PROVENCE-ALPES-COTE-D'AZUR,17%,974034.0,6263935.5,1.0,1.8,17.2,7.1,2.0,20.0,_,76.07 k€/MW,,0.0,19.1,,, <= 0.0MW,17.1,72.0,,2.0,9.4,21.0,63.0,,2.0,20.2,72.3,,,,,65,25.2,29.299999999999997,40,43.379999999999995,25.2,"43.421350971466936, 6.383433563551281",43.421350971466936,6.383433563551281
ENTRE,ENTREVAUX,PROVENCE-ALPES-COTE-D'AZUR,17%,1008562.4,6324593.0,0.1,0.9,79.0,2.3,1.1,80.0,_,76.07 k€/MW,,0.0,18.0,mutation des transformateurs d'Entrevaux (non déclenché),0.0, <= 0.0MW,29.0,30.0,,2.0,2.8,21.0,63.0,Ajout d'un transformateur de 36 MVA + Mutation d'un transformateur de 10 en 36 MVA,1.1,80.1,29.4,,,,,46,16.200000000000003,83.5,100,0.0,0.0,"43.95244992319713, 6.84579106947195",43.95244992319713,6.84579106947195
ENVAL,ENVAL,AUVERGNE-RHONE-ALPES,41%,699942.6,6518399.5,0.5,1.3,7.5,2.8,1.3,9.3,--,41.11 k€/MW,,0.0,8.9,Sans Objet,0.0, <= 0.0MW,7.5,40.0,,2.0,4.1,21.0,63.0,,4.9,12.9,36.5,,,,,51,19.6,17.0,46,19.71,19.6,"45.76533251532752, 2.9994374633851137",45.76533251532752,2.9994374633851137
ENVER,ENVERMEU,HAUTE-NORMANDIE,97%,574621.5,6980352.5,29.3,88.1,0.0,0.8,88.1,106.5,,12.40 k€/MW,,0.0,0.0,,0.0, > 15.0MW,0.0,108.0,,3.0,5.8,20.0,90.0,Création d'un transformateur 36 MVA,13.1,55.0,100.0,,,,,26,79.92,143.89999999999998,100,0.0,0.0,"49.90930408372551, 1.2558665800726596",49.90930408372551,1.2558665800726596
EPER5,EPERNON,CENTRE,91%,603054.9,6833206.0,0.4,10.2,0.4,1.9,10.2,11.0,2023-11-13 : +6 MW depuis EURE-ET-LOIR | 2024-06-01 : +4 MW depuis POIRIER,62.75 k€/MW,,0.0,0.0,,, > 15.0MW,0.4,72.0,,2.0,6.7,21.0,89.0,,11.4,12.2,65.3,,,,,46,38.88,24.299999999999997,37,41.139,38.88,"48.5918085489645, 1.6853346258052644",48.5918085489645,1.6853346258052644
EPERN,EPERNAY,GRAND-EST,78%,770306.9,6883860.0,0.6,0.1,0.1,2.1,0.1,0.8,28/12/2023 : -2.2 MW.. 18/11/2024 : +0.48 MW,81.82 k€/MW,Non,0.0,0.1,.,0.0, <= 0.0MW,1.8,128.0,,4.0,10.0,15.0,63.0,,0.1,2.5,135.7,,,,,39,78.08,4.7,3,131.629,78.08,"49.050614516593406, 3.9619445448106223",49.050614516593406,3.9619445448106223
EPIN5,EPINAY,ILE DE FRANCE,70%,664296.25,6843057.0,0.3,0.2,1.9,2.0,0.4,2.4,,1.83 k€/MW,,0.0,2.4,,0.0, > 15.0MW,2.0,144.0,,4.0,19.6,20.0,63.0,,0.4,2.6,161.2,,,,,68,46.07999999999999,5.0,3,156.36399999999998,46.07999999999999,"48.68680302152306, 2.514895968922462",48.68680302152306,2.514895968922462
EPIN6,EPINAY,PAYS-DE-LA-LOIRE,24%,406687.5,6825351.5,0.4,1.0,2.6,2.3,1.5,4.0,!,45.09 k€/MW,,0.0,4.0,,, > 15.0MW,2.6,20.0,,1.0,1.5,21.0,90.0,,1.5,4.5,17.7,,,,,37,12.6,8.3,46,9.558,9.558,"48.46220798277043, -0.9687099361077475",48.46220798277043,-0.9687099361077475
EPINA,EPINAC,BOURGOGNE-FRANCHE-COMTé,61%,814380.4,6654131.0,1.0,5.0,28.0,4.0,5.2,34.0,Transfert de capacité notifié le 19/07/2024 de -16 MW,72.71 k€/MW,,0.0,0.0,-,0.0, de 0.0MW é 15.0MW,11.0,40.0,,2.0,2.7,21.0,63.0,Mutation de 2 transformateurs de 20 en 36 MVA,5.2,50.1,33.6,,,,,33,26.799999999999997,59.3,100,0.0,0.0,"46.97751893604916, 4.504781392687938",46.97751893604916,4.504781392687938
EPINE,EPINETTE,HAUTS-DE-FRANCE,54%,703195.5,7049559.0,0.0,0.6,3.5,3.3,2.2,4.1,!,75.29 k€/MW,0.0,0.0,0.0,,0.0,,3.4,160.0,,4.0,19.0,21.0,227.0,,2.2,5.7,173.5,,,,,59,65.60000000000001,11.2,6,163.09,65.60000000000001,"50.54326833952779, 3.0450949597659545",50.54326833952779,3.0450949597659545
ERNEE,ERNEE,PAYS-DE-LA-LOIRE,24%,408932.44,6806103.5,0.5,3.2,0.3,7.5,3.7,4.0,2024-09-09 : +2 MW depuis VILLAINES-LA-JUHEL | 2024-11-13 : +1 MW depuis CROQUELOUP,45.09 k€/MW,,0.0,1.0,,, > 15.0MW,0.0,72.0,,2.0,5.2,21.0,89.0,,6.2,7.0,63.5,,,,,36,46.08,18.2,28,45.72,45.72,"48.29025564177241, -0.9258983404373274",48.29025564177241,-0.9258983404373274
ERQUY,ERQUY,BRETAGNE,96%,298274.88,6847196.0,1.6,1.2,0.0,1.4,1.5,1.0,,19.94 k€/MW,,0.0,0.0,,, > 15.0MW,0.0,40.0,,2.0,5.8,21.0,62.0,,2.8,3.9,41.6,,,,,72,11.2,6.8,16,34.944,11.2,"48.600217887169016, -2.4521212301484265",48.600217887169016,-2.4521212301484265
ERRON,ERRONDENIA,NOUVELLE-AQUITAINE,77%,314288.2,6262984.5,0.4,0.2,3.0,1.6,0.2,3.6,.,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,2.9,40.0,,2.0,5.0,16.0,63.0,,0.2,3.6,43.1,,,,,62,15.2,5.4,12,37.928,15.2,"43.36131064041307, -1.7586484660888384",43.36131064041307,-1.7586484660888384
ERROU,ERROUVILLE,GRAND-EST,78%,910421.1,6927479.5,7.3,0.7,0.0,1.1,1.4,8.0,28/12/2023 : +4.9 MW.. 18/11/2024 : +0.57 MW,81.82 k€/MW,Non,0.0,0.1,.,0.0, <= 0.0MW,0.0,40.0,,2.0,2.8,21.0,62.0,,1.4,8.7,40.3,,,,,35,26.0,11.2,27,29.418999999999997,26.0,"49.41207251489632, 5.899555553739597",49.41207251489632,5.899555553739597
ESCAI,ESCAILLON (L ),PROVENCE-ALPES-COTE-D'AZUR,17%,935469.7,6230154.5,0.5,0.3,19.2,3.7,0.4,20.0,_,76.07 k€/MW,,0.0,19.9,,0.0, <= 0.0MW,19.2,108.0,,3.0,11.1,21.0,63.0,,0.4,20.1,115.0,,,,,51,52.92,24.200000000000003,21,90.85,52.92,"43.13193431538007, 5.891939953349598",43.13193431538007,5.891939953349598
ESCAR,L ESCARELLE,PROVENCE-ALPES-COTE-D'AZUR,17%,941421.8,6258467.5,0.1,0.5,65.4,4.6,0.8,66.0,_,76.07 k€/MW,,0.0,46.0,Construction d'une liaison 63 kV entre les postes Le Castellet et Signes (non déclenché),, <= 0.0MW,13.3,40.0,,2.0,3.6,21.0,63.0,Ajout d'un transformateur de 36 MVA + Mutation d'un transformateur de 20 en 36 MVA,0.8,66.3,38.2,,,,,45,22.0,71.7,100,0.0,0.0,"43.38455874343485, 5.978538606180391",43.38455874343485,5.978538606180391
ESPAG,ESPAGNOUX,AUVERGNE-RHONE-ALPES,41%,943388.5,6536782.0,0.3,0.0,6.3,1.6,0.1,6.6,--,41.11 k€/MW,,0.0,6.6,Sans Objet,0.0, > 15.0MW,6.3,56.0,,2.0,7.0,21.0,63.0,,0.1,6.7,61.3,,,,,62,21.28,8.4,13,53.331,21.28,"45.88715081162549, 6.139240610861211",45.88715081162549,6.139240610861211
ESPER,ESPERAZA,OCCITANIE,35%,634655.2,6204339.0,0.4,9.9,41.7,9.1,11.8,52.0,TRF 10 MW vers le poste de Hautes-Corbiéres,81.6 k€/MW,,0.0,0.0,renforcement des liaisons de la vallée de La Cerdagne (Etat initial) et renforcement au poste d'Esperaza,, <= 0.0MW,0.0,40.0,,2.0,3.8,21.0,63.0,Ajout d'un transformateur de 36 MVA + Mutation de 2 transformateurs de 20 en 36 MVA,5.9,54.0,28.8,,,,,47,21.200000000000003,74.9,100,0.0,0.0,"42.93552141199828, 2.200388289430178",42.93552141199828,2.200388289430178
ESPO5,ESPONDEILHAN,OCCITANIE,35%,720332.94,6260490.0,0.2,5.2,25.6,8.6,10.2,31.0,_,81.6 k€/MW,,0.0,15.5,,, <= 0.0MW,9.6,40.0,,2.0,5.0,21.0,62.0,Mutation d'un transformateur de 20 en 36 MVA,10.2,36.0,26.1,,,,,62,15.2,54.8,100,0.0,0.0,"43.44307186092349, 3.2513329110718656",43.44307186092349,3.2513329110718656
ESSA5,ESSARTS,PAYS-DE-LA-LOIRE,24%,376113.97,6637720.5,0.8,3.7,2.5,8.1,5.5,7.0,2024-11-13 : +1 MW depuis FREIGNE,45.09 k€/MW,,0.0,6.0,,, > 15.0MW,1.5,72.0,,2.0,7.6,21.0,90.0,,15.5,18.7,56.0,,,,,52,34.56,32.3,57,24.08,24.08,"46.761343863403475, -1.2456011594163614",46.761343863403475,-1.2456011594163614
ESSAR,ESSARS,HAUTS-DE-FRANCE,54%,676305.8,7048766.0,0.2,0.4,32.0,2.8,0.5,32.6,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,32.0,128.0,,4.0,11.4,15.0,89.0,,22.5,54.7,114.0,,,,,44,71.68,58.0,50,57.0,57.0,"50.535862217579385, 2.6665983725838847",50.535862217579385,2.6665983725838847
ESSER,ESSERT,BOURGOGNE-FRANCHE-COMTé,61%,988181.3,6733298.0,0.1,0.2,1.6,1.2,0.2,1.9,Transfert(s) de capacité : -23.1 MW le 12/05/2023,72.71 k€/MW,,0.0,0.0,,0.0, > 15.0MW,24.6,108.0,,3.0,8.6,16.0,63.0,,1.7,26.4,113.7,,,,,39,65.88,27.799999999999997,24,86.412,65.88,"47.63698055699271, 6.83937849982886",47.63698055699271,6.83937849982886
ESSEY,ESSEY-LES-NANCY,GRAND-EST,78%,938400.75,6850448.0,0.7,1.1,0.7,3.6,1.9,2.5,Non,81.82 k€/MW,Non,0.0,1.5,.,0.0, > 15.0MW,0.7,72.0,,2.0,7.8,21.0,62.0,,3.2,4.5,73.0,,,,,54,33.12,10.0,13,63.51,33.12,"48.710254989699955, 6.240594911059192",48.710254989699955,6.240594911059192
ESSON,ESSONNES,ILE DE FRANCE,70%,660053.44,6834682.5,0.5,0.0,0.8,0.2,0.0,1.3,,1.83 k€/MW,,0.0,1.3,,0.0, > 15.0MW,0.8,108.0,,3.0,13.8,21.0,63.0,,0.0,1.3,121.2,,,,,63,39.96,1.5,1,119.988,39.96,"48.61115525115241, 2.457994762238254",48.61115525115241,2.457994762238254
ESTAI,ESTAIRES,HAUTS-DE-FRANCE,54%,680801.9,7061017.5,0.4,2.7,26.9,7.2,2.9,30.0,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,1.9,72.0,,2.0,8.4,21.0,89.0,,2.9,30.2,71.5,,,,,58,30.24,40.3,56,31.459999999999997,30.24,"50.645845646672306, 2.7290602301383475",50.645845646672306,2.7290602301383475
ESTRE,ESTRESSIN,AUVERGNE-RHONE-ALPES,41%,844767.25,6495282.0,0.6,0.3,5.9,3.4,0.3,6.8,--,41.11 k€/MW,,0.0,1.1,Sans Objet,0.0, > 15.0MW,0.2,112.0,,4.0,7.1,15.0,63.0,,0.3,6.8,115.4,,,,,31,77.28,10.5,9,105.014,77.28,"45.54173620666922, 4.855492815707641",45.54173620666922,4.855492815707641
ETAB5,ETABLES,NOUVELLE-AQUITAINE,77%,418645.8,6420886.0,0.0,0.0,1.1,0.5,0.0,1.1,.,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,1.1,72.0,,2.0,9.4,16.0,62.0,,0.0,1.1,80.9,,,,,65,25.2,1.6,1,80.09100000000001,25.2,"44.82997298251305, -0.560859021739131",44.82997298251305,-0.560859021739131
ETAI5,ETAIN,GRAND-EST,78%,893611.6,6902813.5,4.7,6.6,0.0,1.3,7.1,7.5,28/12/2023 : +0.1 MW.. 18/11/2024 : +0.42 MW,81.82 k€/MW,Non,0.0,0.0,.,0.0, > 15.0MW,0.1,10.0,,1.0,1.7,21.0,63.0,,7.1,12.0,3.4,,,,,85,1.5000000000000002,20.4,100,0.0,0.0,"49.19583868215259, 5.6569285799055535",49.19583868215259,5.6569285799055535
ETAN5,L'ETANG (VERNEUIL),ILE DE FRANCE,70%,686180.06,6838186.0,0.9,4.8,0.8,1.9,5.1,6.5,,1.83 k€/MW,,0.0,6.5,,0.0, > 15.0MW,0.9,40.0,,2.0,5.5,20.0,63.0,,5.1,6.8,38.5,,,,,68,12.799999999999995,13.8,35,25.025,12.799999999999995,"48.64378835273975, 2.8131715067491068",48.64378835273975,2.8131715067491068
ETAUL,ETAULIERS,NOUVELLE-AQUITAINE,77%,420148.72,6464091.5,2.9,4.3,2.0,6.9,4.7,9.2,02/08/2024 : -2 MW vers ST-ANDRE-DE-CUBZAC,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,4.0,40.0,,2.0,5.5,16.0,62.0,,4.7,11.6,34.0,,,,,68,12.799999999999995,23.200000000000003,68,10.88,10.88,"45.21925561217196, -0.5667930106395013",45.21925561217196,-0.5667930106395013
ETIVA,ETIVAL,GRAND-EST,78%,986550.75,6815777.0,0.1,13.3,1.0,2.6,13.4,14.4,18/11/2024 : -7.61 MW,81.82 k€/MW,Non,0.0,8.7,.,0.0, > 15.0MW,8.6,72.0,,2.0,5.3,21.0,62.0,,13.4,22.1,61.6,,,,,36,46.08,38.1,61,24.024,24.024,"48.37903182109038, 6.871586264815297",48.37903182109038,6.871586264815297
ETREP,ETREPAGNY,HAUTE-NORMANDIE,97%,600814.5,6912308.0,1.6,29.9,12.5,3.5,29.9,44.0,,12.40 k€/MW,,0.0,28.7,,0.0, > 15.0MW,24.6,92.0,,3.0,5.7,15.0,63.0,,29.9,44.6,64.3,,,,,30,64.39999999999999,78.0,100,0.0,0.0,"49.31412413937714, 1.6411073706338652",49.31412413937714,1.6411073706338652
ETUPE,ETUPES,BOURGOGNE-FRANCHE-COMTé,61%,989510.9,6718927.0,0.8,0.4,0.0,2.5,1.6,1.0,Transfert de capacité notifié le 19/07/2024 de -19 MW,72.71 k€/MW,,0.0,0.0,,0.0, > 15.0MW,18.8,108.0,,3.0,13.2,21.0,63.0,,2.8,22.4,115.9,,,,,61,42.120000000000005,26.5,22,90.402,42.120000000000005,"47.507384973976414, 6.847855433447334",47.507384973976414,6.847855433447334
EUROP,EUROPORT (AEROPORT PARIS CHAMPAGNE),GRAND-EST,78%,788273.8,6852759.5,2.7,2.0,7.6,7.1,2.2,12.3,28/12/2023 : +11.6 MW.. 18/11/2024 : +0.71 MW,81.82 k€/MW,Non,0.0,0.1,EI schéma GE: raccordement d'un transformateur 90/20 kV - 36 MVA,0.0, <= 0.0MW,0.3,108.0,,3.0,2.4,21.0,89.0,,2.2,5.2,101.1,,,,,11,96.12,14.5,14,86.946,86.946,"48.76902510945676, 4.201131715846847",48.76902510945676,4.201131715846847
EVIAN,EVIAN,AUVERGNE-RHONE-ALPES,41%,974617.25,6594657.5,0.4,0.0,4.9,2.1,2.5,5.3,--,41.11 k€/MW,,0.0,5.3,Sans Objet,0.0, > 15.0MW,4.9,40.0,,2.0,6.4,21.0,63.0,,2.5,7.8,41.7,,,,,80,7.999999999999998,12.4,29,29.607,7.999999999999998,"46.39604906186854, 6.57546050613034",46.39604906186854,6.57546050613034
EVREU,EVREUX,HAUTE-NORMANDIE,97%,566917.8,6881599.0,0.4,0.9,0.0,1.7,1.0,1.0,,12.40 k€/MW,,0.0,0.8,,0.0, > 15.0MW,0.0,148.0,,5.0,13.5,15.0,89.0,,1.0,1.6,158.8,,,,,45,81.4,4.300000000000001,2,155.624,81.4,"49.02042163682327, 1.1803238592727026",49.02042163682327,1.1803238592727026
EVRO2,EVRON 2,PAYS-DE-LA-LOIRE,24%,446112.4,6789658.0,0.5,4.2,1.3,8.3,5.4,6.0,2024-09-09 : +1 MW depuis VILLAINES-LA-JUHEL,45.09 k€/MW,,0.0,3.0,,, <= 0.0MW,0.0,72.0,,2.0,9.9,21.0,90.0,,5.4,7.3,68.1,,,,,68,23.039999999999996,21.0,30,47.669999999999995,23.039999999999996,"48.15768516239943, -0.41472359447950524",48.15768516239943,-0.41472359447950524
EYBEN,EYBENS,AUVERGNE-RHONE-ALPES,41%,916354.06,6454301.5,0.4,0.1,4.6,1.7,0.2,5.1,--,41.11 k€/MW,,0.0,4.9,Sans Objet,0.0, <= 0.0MW,4.6,40.0,,2.0,6.0,21.0,63.0,,0.2,5.2,44.1,,,,,75,10.0,7.1,16,37.044,10.0,"45.154043523776565, 5.753855687338941",45.154043523776565,5.753855687338941
EYRE5,EYREIN,NOUVELLE-AQUITAINE,77%,614128.1,6471658.0,0.6,1.5,1.0,2.4,1.5,3.1,03/05/2024 : +2 MW depuis USSEL,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,72.0,,2.0,1.3,21.0,89.0,Ajout d'un transformateur de 36 MVA,1.5,4.1,69.4,,,,,9,65.52,8.0,11,61.766000000000005,61.766000000000005,"45.33872950543284, 1.9033771726755142",45.33872950543284,1.9033771726755142
F.ALL,FOUX D ALLOS,PROVENCE-ALPES-COTE-D'AZUR,17%,985605.4,6359211.5,0.0,0.5,9.5,0.4,0.5,10.0,_,76.07 k€/MW,,0.0,0.0,travaux poste de Champagnier,, <= 0.0MW,9.5,40.0,,2.0,3.0,21.0,63.0,,0.5,10.0,42.2,,,,,37,25.2,10.9,25,31.65,25.2,"44.27396140838336, 6.579350298956773",44.27396140838336,6.579350298956773
F.AUB,FLEURY-LES-AUBRAIS,CENTRE,91%,620088.0,6761257.5,0.0,1.3,0.2,0.0,1.3,1.5,2024-07-01 : +0.5 MW depuis BELNEUF,62.75 k€/MW,,0.0,0.0,,, > 15.0MW,0.2,72.0,,2.0,6.4,21.0,89.0,,1.3,1.5,76.5,,,,,44,40.32000000000001,2.8,3,74.205,40.32000000000001,"47.946788855183016, 1.929263202389134",47.946788855183016,1.929263202389134
F.BER,LA FERTE-BERNARD,PAYS-DE-LA-LOIRE,24%,524581.9,6791186.5,0.0,2.3,8.7,2.8,2.7,11.0,2024-09-09 : +2 MW depuis ARNAGE,45.09 k€/MW,,0.0,7.0,,, > 15.0MW,4.7,72.0,,2.0,7.4,21.0,89.0,,2.7,11.3,73.9,,,,,51,35.28,16.8,22,57.642,35.28,"48.197581846945305, 0.6388708096144879",48.197581846945305,0.6388708096144879
F.CHA,FERE-CHAMPENOISE,GRAND-EST,78%,774223.4,6852366.5,6.1,52.6,0.0,11.4,53.8,58.6,18/11/2024 : +52.06 MW,81.82 k€/MW,Non,0.0,0.0,.,0.0, <= 0.0MW,0.6,108.0,,3.0,3.5,21.0,89.0,,5.8,12.5,94.3,,,,,16,90.72,77.7,82,16.974000000000004,16.974000000000004,"48.767457391020805, 4.0103601207142665",48.767457391020805,4.0103601207142665
F.COM,FONTENAY-LE-COMTE,PAYS-DE-LA-LOIRE,24%,410084.66,6602178.0,1.1,12.6,4.3,16.1,13.7,18.0,2024-09-09 : +2 MW depuis CHATAIGNERAIE (LA) | 2024-11-13 : +7 MW depuis CHATAIGNERAIE (LA),45.09 k€/MW,,0.0,4.0,,, > 15.0MW,0.0,72.0,,2.0,9.7,21.0,90.0,,13.7,19.1,52.0,,,,,67,23.76,48.900000000000006,94,3.1200000000000028,3.1200000000000028,"46.45723424210223, -0.778945451975359",46.45723424210223,-0.778945451975359
F.EAU,FORGES-LES-EAUX,HAUTE-NORMANDIE,97%,593065.3,6947229.0,0.2,1.0,16.8,1.2,1.0,18.0,,12.40 k€/MW,,0.0,6.2,Ajout d'un transformateur 225/90 kV au poste de Blocaux + raccordement du poste de Forges-les-Eaux,0.0, > 15.0MW,0.0,20.0,,1.0,3.6,20.0,90.0, ,1.0,25.0,21.4,,,,,90,1.9999999999999996,27.2,100,0.0,0.0,"49.61324464120058, 1.5570012660386856",49.61324464120058,1.5570012660386856
F.ETO,FONTAINE-ETOUPEFOUR,BASSE-NORMANDIE,83%,447944.0,6899475.0,0.6,0.0,0.0,2.6,1.1,0.5,,11.94 k€/MW,,0.0,0.0,Création du poste source de Fontaine Etoupefour,0.0, > 15.0MW,0.0,72.0,,2.0,6.0,20.0,90.0,Création d'un poste source 90/20 kV,1.1,1.5,74.3,,,,,41,42.48,5.2,6,69.842,42.48,"49.13817849907175, -0.4593149859616364",49.13817849907175,-0.4593149859616364
F.GAL,FONTAINE GALUCHE,GRAND-EST,78%,771832.94,6838886.5,0.0,3.8,0.0,91.9,9.8,3.8,28/12/2023 : +3.8 MW.,81.82 k€/MW,Non,0.0,0.0,.,0.0, <= 0.0MW,0.0,108.0,,3.0,0.2,21.0,90.0,,9.8,9.8,98.4,,,,,0,108.0,111.5,100,0.0,0.0,"48.648524412308625, 3.976081651332402",48.648524412308625,3.976081651332402
F.IRA,FONT D'IRAC,OCCITANIE,35%,843006.56,6317790.0,0.2,1.6,7.2,7.0,1.6,9.0,_,81.6 k€/MW,,0.0,1.1,,, <= 0.0MW,7.3,72.0,,2.0,9.4,21.0,63.0,,1.6,9.1,72.8,,,,,65,25.2,17.7,24,55.328,25.2,"43.94420211352644, 4.78118532419668",43.94420211352644,4.78118532419668
F.JOU,LA FERTE-SOUS-JOUARRE,ILE DE FRANCE,70%,710075.25,6872313.0,0.9,0.8,2.1,2.2,2.0,3.8,,1.83 k€/MW,,0.0,3.8,,0.0, > 15.0MW,2.2,72.0,,2.0,7.3,21.0,63.0,,2.0,5.0,75.1,,,,,50,36.0,9.2,12,66.088,36.0,"48.95093155854174, 3.1379564921997654",48.95093155854174,3.1379564921997654
F.MAN,FOURMANOIR,HAUTS-DE-FRANCE,54%,768794.5,7000751.0,0.2,0.2,19.5,0.6,0.2,19.9,!,75.29 k€/MW,0.0,0.0,0.0,,, <= 0.0MW,19.4,36.0,,1.0,3.3,21.0,62.0,,0.2,19.9,38.5,,,,,45,19.8,20.7,53,18.095,18.095,"50.10127238567676, 3.9603351833295886",50.10127238567676,3.9603351833295886
F.MON,FAUX-LA-MONTAGNE,NOUVELLE-AQUITAINE,77%,617267.6,6519029.0,0.2,6.6,2.6,2.9,6.8,9.4,30/08/2024 : -10 MW vers VEYTISOU,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,12.6,15.0,,1.0,0.9,21.0,90.0,Renforcement d'un transformateur de 15 MVA en 36 MVA,6.8,19.6,6.1,,,,,30,10.5,29.3,100,0.0,0.0,"45.76564494378194, 1.9355148130323676",45.76564494378194,1.9355148130323676
